VENDOR_CODE,DELIVERY_PERIOD,DP_TYPE,ACT_ISS_DT,ITEM,ORDER_QTY,UOM,UNIT_PRICE
E009,0,Years,03-05-00,ITEM2,48,NOS,142
T040,0,Years,21-08-01,ITEM2,1194,NOS,80
D111,0,Years,20-11-01,ITEM2,876,NOS,77
F130,0,Years,11-04-02,ITEM2,2543,NOS,70
T040,0,Years,29-05-02,ITEM2,2888,NOS,69
F130,0,Years,01-08-02,ITEM2,931,NOS,70
T040,0,Years,16-10-02,ITEM2,829,NOS,74
T040,0,Years,08-01-03,ITEM2,825,NOS,72
T040,0,Years,30-01-03,ITEM2,372,NOS,73
T050,3,Months,06-03-03,ITEM2,693,NOS,80
D111,6,Weeks,17-05-03,ITEM2,223,NOS,81
D111,12,Weeks,01-07-03,ITEM2,377,NOS,81
T040,6,Weeks,04-07-03,ITEM2,232,NOS,80
D111,12,Weeks,06-08-03,ITEM2,377,NOS,81
T040,6,Weeks,18-08-03,ITEM2,551,NOS,70
S265,6,Months,02-09-03,ITEM2,2000,NOS,71
D111,3,Months,16-09-03,ITEM2,677,NOS,69
S265,4,Months,03-11-03,ITEM2,233,NOS,69
S265,4,Months,03-11-03,ITEM2,347,NOS,69
D111,6,Months,05-11-03,ITEM2,1500,NOS,63
S265,6,Months,17-11-03,ITEM2,140,NOS,69
D111,8,Weeks,28-11-03,ITEM2,190,NOS,74
D111,6,Months,12-01-04,ITEM2,1212,NOS,63
D111,8,Weeks,16-01-04,ITEM2,147,NOS,74
S265,4,Months,21-01-04,ITEM2,33,NOS,68.648
T040,12,Weeks,15-03-04,ITEM2,189,NOS,95
T040,6,Weeks,19-03-04,ITEM2,163,NOS,140
T040,12,Weeks,02-04-04,ITEM2,124,NOS,110
T040,3,Months,21-04-04,ITEM2,572,NOS,107
C041,12,Weeks,05-05-04,ITEM2,218,NOS,124
C041,12,Weeks,05-05-04,ITEM2,323,NOS,125
C041,12,Weeks,26-05-04,ITEM2,17,NOS,130
A225,6,Weeks,25-06-04,ITEM2,80,NOS,125
N003,3,Months,23-07-04,ITEM2,290,NOS,95
E009,9,Weeks,02-08-04,ITEM2,48,NOS,175
T040,14,Weeks,26-08-04,ITEM2,189,NOS,138
~5121,4,Months,01-09-04,ITEM2,247,NOS,1.4
T040,2,Months,02-09-04,ITEM2,31,NOS,150
N003,9,Weeks,15-09-04,ITEM2,287,NOS,87
~5121,6,Weeks,30-09-04,ITEM2,236,NOS,2.05
~5121,6,Weeks,30-09-04,ITEM2,65,NOS,2.05
A225,1,Weeks,01-10-04,ITEM2,284,NOS,180
P686,4,Weeks,06-10-04,ITEM2,146,NOS,1.9
T040,3,Months,05-11-04,ITEM2,1353,NOS,144
N003,3,Months,07-12-04,ITEM2,212,NOS,120
N003,3,Months,07-12-04,ITEM2,337,NOS,120
T040,12,Weeks,19-01-05,ITEM2,45,NOS,150
T040A,3,Months,28-01-05,ITEM2,272,NOS,115
T040,8,Weeks,31-01-05,ITEM2,43,NOS,150
T040,8,Weeks,19-02-05,ITEM2,60,NOS,150
M057,14,Weeks,24-02-05,ITEM2,188,NOS,158.65
T040,2,Months,09-03-05,ITEM2,26,NOS,125
T040,9,Weeks,11-03-05,ITEM2,227,NOS,118
T040,6,Weeks,22-03-05,ITEM2,20,NOS,160
T040,6,Weeks,22-03-05,ITEM2,50,NOS,160
T040,10,Weeks,07-04-05,ITEM2,6,NOS,145
T019,4,Months,15-04-05,ITEM2,0,NOS,300
T040,10,Weeks,19-04-05,ITEM2,200,NOS,210
T040,1,Months,10-05-05,ITEM2,30,NOS,160
T040,4,Months,06-06-05,ITEM2,1987,NOS,160
T040,10,Weeks,17-06-05,ITEM2,43,NOS,200
T040,4,Weeks,14-07-05,ITEM2,13,NOS,180
T040,1,Months,26-07-05,ITEM2,97,NOS,118
M057,4,Weeks,29-08-05,ITEM2,12,NOS,175
T040,9,Weeks,31-08-05,ITEM2,326,NOS,160
T040,3,Months,05-09-05,ITEM2,2271,NOS,160
T040,3,Weeks,06-10-05,ITEM2,44,NOS,190
S420,2,Months,09-11-05,ITEM2,31,NOS,126
E009,5,Months,15-12-05,ITEM2,2159,NOS,210
T040,3,Months,17-02-06,ITEM2,1783,NOS,160
M057,4,Months,27-03-06,ITEM2,59,NOS,161.04
M057,2,Weeks,28-04-06,ITEM2,50,NOS,184
M057,4,Months,03-05-06,ITEM2,191,NOS,183
T040,6,Weeks,12-05-06,ITEM2,8,NOS,207
M057,12,Weeks,30-05-06,ITEM2,12,NOS,183
E009,5,Months,17-07-06,ITEM2,225,NOS,210
P686,14,Weeks,25-08-06,ITEM2,935,NOS,1.29
T040,12,Weeks,31-08-06,ITEM2,193,NOS,153
T040,6,Months,28-09-06,ITEM2,4000,NOS,144
E188,5,Months,13-11-06,ITEM2,1102,NOS,130
T040,3,Months,08-05-07,ITEM2,112,NOS,153
T040,16,Weeks,19-06-07,ITEM2,454,NOS,160
C209,6,Months,27-06-07,ITEM2,755,NOS,135
E188,5,Months,10-07-07,ITEM2,89,NOS,130
T040,4,Months,18-08-07,ITEM2,98,NOS,145
E188,12,Weeks,07-09-07,ITEM2,463,NOS,145
T040,3,Months,08-09-07,ITEM2,1524,NOS,150
C209,4,Months,24-09-07,ITEM2,19,NOS,185
T040,4,Months,28-09-07,ITEM2,243,NOS,145
C209,6,Months,27-10-07,ITEM2,200,NOS,135
E188,3,Months,10-01-08,ITEM2,754,NOS,140
S046,3,Months,11-01-08,ITEM2,126,NOS,139
T040,2,Months,23-01-08,ITEM2,12,NOS,250
T040,4,Months,31-01-08,ITEM2,3984,NOS,145
M057,2,Months,15-03-08,ITEM2,1,NOS,175
M057,5,Months,11-04-08,ITEM2,182,NOS,159
P686,3,Months,01-05-08,ITEM2,356,NOS,2.86
M057,4,Weeks,07-06-08,ITEM2,246,NOS,201
T040,3,Months,19-06-08,ITEM2,414,NOS,180
S046,3,Months,19-06-08,ITEM2,790,NOS,130
T040,6,Months,24-06-08,ITEM2,4012,NOS,179.1
P275,4,Months,02-07-08,ITEM2,32,NOS,111
P686,12,Weeks,10-07-08,ITEM2,18,NOS,2.86
M057,1,Months,18-07-08,ITEM2,2,NOS,210
M057,16,Weeks,31-07-08,ITEM2,798,NOS,175
I594,3,Months,19-08-08,ITEM2,357,NOS,3
S046,3,Months,05-09-08,ITEM2,68,NOS,185
S046,4,Months,12-09-08,ITEM2,1195,NOS,185
A225,4,Months,13-09-08,ITEM2,55,NOS,240
A225,12,Weeks,03-10-08,ITEM2,18,NOS,190
T019,4,Months,22-10-08,ITEM2,380,NOS,150
E188,5,Months,15-11-08,ITEM2,196,NOS,159.25
P686,2,Months,20-11-08,ITEM2,103,NOS,3.03
T040,3,Months,05-01-09,ITEM2,400,NOS,175
S046,3,Months,20-01-09,ITEM2,57,NOS,182
M057,8,Weeks,03-02-09,ITEM2,46,NOS,210
G125,4,Months,03-02-09,ITEM2,74,NOS,172
A225,8,Weeks,10-02-09,ITEM2,62,NOS,240
T040,8,Months,14-02-09,ITEM2,2300,NOS,180
M057,4,Weeks,18-02-09,ITEM2,100,NOS,175
I594,3,Months,27-02-09,ITEM2,1179,NOS,2.13
E188,5,Months,02-03-09,ITEM2,196,NOS,159.25
E188,4,Months,05-03-09,ITEM2,185,NOS,162
S046,6,Months,13-03-09,ITEM2,38,NOS,115
S046,3,Months,27-03-09,ITEM2,164,NOS,123
S046,3,Months,01-04-09,ITEM2,81,NOS,119
S046,3,Months,06-04-09,ITEM2,1012,NOS,127
S046,4,Months,07-04-09,ITEM2,1199,NOS,98
M057,12,Weeks,07-05-09,ITEM2,100,NOS,175
S046,5,Months,08-05-09,ITEM2,210,NOS,124
S046,3,Weeks,19-05-09,ITEM2,147,NOS,143
S046,3,Months,22-05-09,ITEM2,762,NOS,96
S046,4,Months,04-06-09,ITEM2,55,NOS,117
I594,2,Months,06-07-09,ITEM2,860,NOS,2
S046,3,Months,10-07-09,ITEM2,200,NOS,109
D111,12,Weeks,10-07-09,ITEM2,40,NOS,109
T019,6,Weeks,23-07-09,ITEM2,32,NOS,125
S046,12,Weeks,04-08-09,ITEM2,6097,NOS,90.47
T040,4,Months,07-08-09,ITEM2,1054,NOS,150
M057,3,Weeks,21-08-09,ITEM2,111,NOS,175
M057,3,Weeks,28-08-09,ITEM2,103,NOS,175
T040,3,Months,31-08-09,ITEM2,10,NOS,180
D111,10,Weeks,19-09-09,ITEM2,196,NOS,124
T040,3,Months,30-09-09,ITEM2,205,NOS,162
M057,4,Months,22-10-09,ITEM2,154,NOS,175
D111,2,Months,23-10-09,ITEM2,69,NOS,109
M057,2,Weeks,30-10-09,ITEM2,42,NOS,175
T019,2,Weeks,09-11-09,ITEM2,20,NOS,150
D111,4,Months,09-11-09,ITEM2,20,NOS,100
S046,3,Months,27-11-09,ITEM2,4046,NOS,92.7
M057,1,Weeks,30-11-09,ITEM2,125,NOS,158
D111,5,Weeks,18-12-09,ITEM2,178,NOS,109
S046,5,Months,19-12-09,ITEM2,81,NOS,100
C209,3,Weeks,23-12-09,ITEM2,32,NOS,285
S265,7,Days,20-01-10,ITEM2,30,NOS,275
M057,2,Weeks,23-01-10,ITEM2,75,NOS,158
T040,3,Months,27-01-10,ITEM2,75,NOS,145
D111,4,Months,28-01-10,ITEM2,71,NOS,100
S046,4,Weeks,12-03-10,ITEM2,46,NOS,118
S046,3,Months,19-03-10,ITEM2,1243,NOS,96
D111,15,Weeks,22-03-10,ITEM2,764,NOS,99
D111,15,Weeks,26-03-10,ITEM2,170,NOS,105
T040,4,Months,26-03-10,ITEM2,33,NOS,180
D111,4,Months,29-03-10,ITEM2,20,NOS,100
D111,4,Months,29-03-10,ITEM2,68,NOS,100
T040,5,Weeks,05-04-10,ITEM2,24,NOS,150
T040,8,Weeks,21-04-10,ITEM2,0,NOS,160
D111,4,Weeks,13-05-10,ITEM2,7,NOS,137
S046,2,Months,17-05-10,ITEM2,300,NOS,120
T040,2,Months,18-05-10,ITEM2,882,NOS,165
T040,2,Months,21-05-10,ITEM2,294,NOS,135
P275,2,Weeks,26-05-10,ITEM2,39,NOS,165
P686,8,Weeks,14-06-10,ITEM2,11,NOS,1.99
S046,5,Months,02-07-10,ITEM2,116,NOS,112
P686,8,Weeks,14-07-10,ITEM2,2,NOS,1.99
S046,3,Months,27-07-10,ITEM2,35,NOS,127
T040,2,Months,02-08-10,ITEM2,0,NOS,162
M057,1,Weeks,03-08-10,ITEM2,0,NOS,158
S046,4,Months,06-08-10,ITEM2,711,NOS,119
P315,5,Months,10-08-10,ITEM2,4599,NOS,97
T040,5,Weeks,02-09-10,ITEM2,520,NOS,160
P315,12,Weeks,01-10-10,ITEM2,8,NOS,145
H644,3,Months,10-02-11,ITEM2,941,NOS,1.48
S046,6,Months,11-02-11,ITEM2,179,NOS,118
H644,5,Months,18-02-11,ITEM2,341,NOS,1.47
T040,3,Months,14-03-11,ITEM2,315,NOS,135
S046,4,Months,07-04-11,ITEM2,254,NOS,109
T226,5,Months,03-05-11,ITEM2,418,NOS,120
T040,1,Weeks,16-05-11,ITEM2,332,NOS,514.5
T221,0,Months,17-05-11,ITEM2,0,NOS,156
T040,5,Months,01-06-11,ITEM2,1407,NOS,125
T019,8,Weeks,07-06-11,ITEM2,194,NOS,200
M057,1,Weeks,15-06-11,ITEM2,9,NOS,175
M057,10,Days,04-07-11,ITEM2,13,NOS,175
S046,6,Months,06-07-11,ITEM2,179,NOS,118
T226,10,Days,15-07-11,ITEM2,24,NOS,240
M057,4,Weeks,26-07-11,ITEM2,24,NOS,175
H644,3,Months,03-08-11,ITEM2,55,NOS,2.79
T040,16,Weeks,08-08-11,ITEM2,585,NOS,135
D111,6,Months,15-09-11,ITEM2,17,NOS,137
D111,4,Months,23-09-11,ITEM2,46,NOS,137
T040,3,Months,26-09-11,ITEM2,2918,NOS,135
T226,0,Days,13-10-11,ITEM2,0,NOS,150
T040,4,Months,21-10-11,ITEM2,6,NOS,185
T040,4,Months,25-10-11,ITEM2,200,NOS,135
I594,12,Weeks,04-11-11,ITEM2,468,NOS,2
T221,4,Weeks,07-11-11,ITEM2,411,NOS,139
D111,4,Months,17-11-11,ITEM2,755,NOS,137
T221,2,Months,14-12-11,ITEM2,20,NOS,132
T040,4,Months,21-12-11,ITEM2,161,NOS,165
T221,4,Months,25-01-12,ITEM2,154,NOS,153
G125,5,Weeks,25-01-12,ITEM2,3,NOS,225
T040,4,Months,06-02-12,ITEM2,161,NOS,165
T040,3,Months,07-03-12,ITEM2,240,NOS,145
I594,12,Weeks,21-03-12,ITEM2,45,NOS,1.95
T221,16,Weeks,30-03-12,ITEM2,261,NOS,148
D111,5,Months,03-04-12,ITEM2,1296,NOS,137
T221,0,Months,18-04-12,ITEM2,0,NOS,145
T040,3,Months,02-05-12,ITEM2,127,NOS,145
T226,5,Months,16-05-12,ITEM2,1176,NOS,165
T226,8,Weeks,06-06-12,ITEM2,283,NOS,400
T040,3,Months,13-07-12,ITEM2,103,NOS,145
T040,3,Months,09-08-12,ITEM2,101,NOS,145
P315,3,Weeks,13-08-12,ITEM2,5,NOS,203
M057,6,Weeks,29-08-12,ITEM2,18,NOS,201
M057,15,Days,30-08-12,ITEM2,5,NOS,201
S265,2,Months,07-09-12,ITEM2,191,NOS,190
D111,5,Months,07-09-12,ITEM2,428,NOS,137
S265,2,Months,11-10-12,ITEM2,51,NOS,190
T040,3,Months,18-10-12,ITEM2,280,NOS,155
T221,14,Weeks,29-10-12,ITEM2,231,NOS,150
T040,10,Weeks,31-10-12,ITEM2,19,NOS,165
S265,4,Months,24-11-12,ITEM2,6281,NOS,160
T221,10,Weeks,16-01-13,ITEM2,51,NOS,139
T040,3,Months,08-02-13,ITEM2,57,NOS,155
T226,10,Weeks,13-02-13,ITEM2,263,NOS,125
E188,3,Months,15-02-13,ITEM2,407,NOS,128
T040,6,Months,26-02-13,ITEM2,2644,NOS,135
T019,1,Months,23-03-13,ITEM2,10,NOS,250
T040,10,Weeks,12-04-13,ITEM2,31,NOS,160
M057,6,Weeks,18-04-13,ITEM2,62,NOS,201
E188,3,Months,22-04-13,ITEM2,203,NOS,128
M057,8,Weeks,26-04-13,ITEM2,10,NOS,201
M057,4,Weeks,10-05-13,ITEM2,64,NOS,201
C209,6,Weeks,14-05-13,ITEM2,50,NOS,5.7
T221,3,Months,19-06-13,ITEM2,220,NOS,157
D111,20,Weeks,20-06-13,ITEM2,22,NOS,164
T221,20,Weeks,20-06-13,ITEM2,6,NOS,153.77
G125,15,Days,05-08-13,ITEM2,140,NOS,171
T221,10,Weeks,08-08-13,ITEM2,235,NOS,139
T221,6,Weeks,27-08-13,ITEM2,100,NOS,140
E188,12,Weeks,04-09-13,ITEM2,1113,NOS,128
E188,4,Months,04-09-13,ITEM2,4162,NOS,91
E188,3,Weeks,10-09-13,ITEM2,23,NOS,142
E188,4,Weeks,20-09-13,ITEM2,19,NOS,161
T040,10,Weeks,26-09-13,ITEM2,278,NOS,148
T221,15,Days,16-10-13,ITEM2,141,NOS,188
E188,4,Weeks,14-11-13,ITEM2,127,NOS,152
E188,3,Weeks,29-11-13,ITEM2,19,NOS,191
D111,4,Months,31-12-13,ITEM2,2164,NOS,109
T221,3,Months,01-01-14,ITEM2,19,NOS,157
E188,4,Months,03-01-14,ITEM2,2256,NOS,133
T040,4,Months,22-01-14,ITEM2,15,NOS,140
T221,3,Months,02-04-14,ITEM2,20,NOS,175
E188,3,Months,02-04-14,ITEM2,4,NOS,190.4
P315,2,Months,07-05-14,ITEM2,1253,NOS,130
P315,3,Months,26-05-14,ITEM2,1244,NOS,135
E188,3,Months,27-06-14,ITEM2,1500,NOS,158
Y634,1,Months,19-08-14,ITEM2,249,NOS,3.71
D111,4,Months,19-08-14,ITEM2,2164,NOS,109
E188,5,Months,21-08-14,ITEM2,110,NOS,198
C209,2,Weeks,18-09-14,ITEM2,100,NOS,289
E188,3,Months,07-10-14,ITEM2,15,NOS,176.96
D111,3,Months,17-10-14,ITEM2,2303,NOS,137
C209,4,Months,07-11-14,ITEM2,1133,NOS,190
E188,4,Months,15-11-14,ITEM2,106,NOS,133
M057,10,Days,29-12-14,ITEM2,75,NOS,156
P315,3,Months,03-01-15,ITEM2,1244,NOS,135
E188,2,Weeks,06-01-15,ITEM2,40,NOS,251
C209,4,Months,06-02-15,ITEM2,637,NOS,190
S102,6,Months,11-02-15,ITEM2,15,NOS,180
C209,10,Days,16-03-15,ITEM2,50,NOS,855
D111,3,Months,16-03-15,ITEM2,1188,NOS,137
T221,4,Months,31-03-15,ITEM2,487,NOS,169
P686,4,Months,08-04-15,ITEM2,115,NOS,2.78
P340,2,Weeks,09-06-15,ITEM2,60,NOS,165
T221,60,Days,24-06-15,ITEM2,310,NOS,157
D111,3,Months,06-07-15,ITEM2,404,NOS,137
T019,2,Months,03-08-15,ITEM2,584,NOS,225
T221,3,Months,12-08-15,ITEM2,300,NOS,182
T221,60,Days,21-08-15,ITEM2,310,NOS,157
T221,60,Days,27-08-15,ITEM2,62,NOS,157
P340,8,Weeks,10-09-15,ITEM2,2,NOS,165
A225,5,Months,06-11-15,ITEM2,55,NOS,150
D111,3,Months,24-11-15,ITEM2,260,NOS,116.85
Y634,4,Weeks,18-12-15,ITEM2,253,NOS,1.72
A225,5,Months,31-12-15,ITEM2,55,NOS,150
C209,3,Months,05-01-16,ITEM2,193,NOS,180
C209,8,Weeks,11-01-16,ITEM2,238,NOS,180
C209,2,Months,30-01-16,ITEM2,46,NOS,160.84
T221,2,Months,30-01-16,ITEM2,46,NOS,164.31
P315,2,Months,30-01-16,ITEM2,364,NOS,155
Y634,1,Months,02-02-16,ITEM2,590,NOS,2.48
T221,6,Weeks,10-02-16,ITEM2,112,NOS,163
P315,6,Weeks,11-02-16,ITEM2,23,NOS,138
C209,4,Months,11-02-16,ITEM2,510,NOS,180
C209,7,Weeks,26-03-16,ITEM2,241,NOS,180
K218,2,Months,26-03-16,ITEM2,185,NOS,250
A225,4,Months,03-05-16,ITEM2,87,NOS,145
~0985,4,Months,03-05-16,ITEM2,88,NOS,145
C209,5,Months,04-05-16,ITEM2,405,NOS,175
C209,45,Days,25-05-16,ITEM2,134,NOS,160
T050,4,Months,24-06-16,ITEM2,2196,NOS,160
P315,2,Months,27-06-16,ITEM2,600,NOS,126
P315,6,Weeks,05-07-16,ITEM2,50,NOS,150
P315,2,Months,07-07-16,ITEM2,2,NOS,160
C209,8,Weeks,21-07-16,ITEM2,136,NOS,170
C209,2,Months,28-07-16,ITEM2,154,NOS,149.53
P315,2,Months,28-07-16,ITEM2,616,NOS,144
P315,6,Weeks,23-08-16,ITEM2,556,NOS,142
M057,3,Months,02-09-16,ITEM2,90,NOS,171
C209,5,Weeks,10-09-16,ITEM2,117,NOS,160
P315,6,Weeks,28-09-16,ITEM2,282,NOS,142
P315,3,Months,30-09-16,ITEM2,697,NOS,140
Y634,3,Months,07-11-16,ITEM2,2830,NOS,1.79
D111,8,Months,16-11-16,ITEM2,77,NOS,1
Y634,22,Weeks,23-11-16,ITEM2,2254,NOS,1
D111,24,Weeks,24-11-16,ITEM2,18068,NOS,1
M057,20,Days,02-12-16,ITEM2,16,NOS,171
S102,2,Months,16-12-16,ITEM2,55,NOS,190
P315,3,Months,21-12-16,ITEM2,140,NOS,140
T050,4,Months,22-12-16,ITEM2,738,NOS,160
80290,3,Weeks,20-01-17,ITEM2,400,NOS,135
S265,10,Weeks,31-01-17,ITEM2,18,NOS,175
S265,10,Weeks,31-01-17,ITEM2,29,NOS,175
S265,10,Weeks,31-01-17,ITEM2,690,NOS,175
S265,10,Weeks,31-01-17,ITEM2,207,NOS,175
S265,10,Weeks,31-01-17,ITEM2,539,NOS,175
S265,2,Months,09-02-17,ITEM2,1149,NOS,170
P275,4,Months,28-02-17,ITEM2,1700,NOS,135
P275,5,Months,06-03-17,ITEM2,216,NOS,150
M057,45,Days,08-03-17,ITEM2,132,NOS,171
S265,7,Weeks,10-03-17,ITEM2,6,NOS,200
P340,3,Months,31-03-17,ITEM2,23,NOS,145
80566,1,Weeks,27-04-17,ITEM2,150,NOS,182
K218,3,Months,02-05-17,ITEM2,8,NOS,300
S265,2,Months,09-05-17,ITEM2,310,NOS,170
3637,2,Months,11-05-17,ITEM2,138,NOS,104
3637,45,Days,12-05-17,ITEM2,41,NOS,110
3637,24,Weeks,16-06-17,ITEM2,171,NOS,115
3637,24,Weeks,16-06-17,ITEM2,371,NOS,115
3637,24,Weeks,16-06-17,ITEM2,223,NOS,115
3637,24,Weeks,16-06-17,ITEM2,110,NOS,115
3637,24,Weeks,16-06-17,ITEM2,620,NOS,115
3637,2,Months,30-06-17,ITEM2,100,NOS,116
3637,3,Months,30-06-17,ITEM2,2368,NOS,108
M057,8,Weeks,21-07-17,ITEM2,75,NOS,207.42
T226,24,Weeks,24-07-17,ITEM2,1097,NOS,175
M057,5,Weeks,18-08-17,ITEM2,6,NOS,201
3637,4,Months,13-09-17,ITEM2,76,NOS,121
3637,3,Months,14-09-17,ITEM2,782,NOS,117
P275,10,Weeks,20-09-17,ITEM2,135,NOS,160
J614,2,Months,13-10-17,ITEM2,66,NOS,2.06
S265,2,Months,18-10-17,ITEM2,74,NOS,170
T226,10,Weeks,01-12-17,ITEM2,214,NOS,160.62
T221,2,Months,15-12-17,ITEM2,4,NOS,221
3637,24,Weeks,15-12-17,ITEM2,535,NOS,120
3637,24,Weeks,15-12-17,ITEM2,700,NOS,120
3637,24,Weeks,29-12-17,ITEM2,160,NOS,126
3637,24,Weeks,04-01-18,ITEM2,330,NOS,126
3637,24,Weeks,05-01-18,ITEM2,1250,NOS,123
T226,90,Days,10-01-18,ITEM2,397,NOS,160.62
3637,6,Months,11-01-18,ITEM2,108,NOS,118.32
S265,2,Months,19-01-18,ITEM2,48,NOS,200
G125,45,Days,30-01-18,ITEM2,60,NOS,239
S265,20,Weeks,27-02-18,ITEM2,1345,NOS,165
S265,24,Weeks,28-02-18,ITEM2,1103,NOS,175
F190,20,Weeks,20-03-18,ITEM2,744,NOS,116
F190,20,Weeks,20-03-18,ITEM2,544,NOS,116
F190,20,Weeks,20-03-18,ITEM2,152,NOS,116
J614,24,Weeks,23-03-18,ITEM2,6559,NOS,2.04
S265,4,Months,23-03-18,ITEM2,1007,NOS,165
J614,24,Weeks,23-03-18,ITEM2,6559,NOS,2.04
C209,6,Weeks,30-03-18,ITEM2,208,NOS,212
3637,4,Months,06-04-18,ITEM2,95,NOS,126
3637,4,Months,07-04-18,ITEM2,557,NOS,117
D111,15,Weeks,26-04-18,ITEM2,185,NOS,147
G125,10,Weeks,30-04-18,ITEM2,1246,NOS,209
3637,6,Weeks,11-05-18,ITEM2,99,NOS,130
T226,11,Weeks,28-06-18,ITEM2,590,NOS,150
3637,11,Weeks,29-06-18,ITEM2,335,NOS,143
3637,11,Weeks,29-06-18,ITEM2,67,NOS,143
3637,11,Weeks,29-06-18,ITEM2,30,NOS,143
80290,2,Weeks,05-07-18,ITEM2,77,NOS,210
D111,5,Months,05-07-18,ITEM2,10398,NOS,152
D111,15,Weeks,11-07-18,ITEM2,2,NOS,147
3637,11,Weeks,13-07-18,ITEM2,895,NOS,172
S265,6,Weeks,26-07-18,ITEM2,7,NOS,220
P325,6,Weeks,02-08-18,ITEM2,662,NOS,115
Y634,6,Months,13-09-18,ITEM2,7,NOS,5.45
S265,8,Weeks,14-09-18,ITEM2,5,NOS,245
C209,3,Months,26-09-18,ITEM2,2759,NOS,240
3637,5,Months,31-10-18,ITEM2,578,NOS,158.9
3637,4,Months,31-10-18,ITEM2,80,NOS,172
P325,10,Weeks,06-12-18,ITEM2,27,NOS,145
D111,12,Weeks,27-12-18,ITEM2,1145,NOS,178
3637,6,Weeks,27-12-18,ITEM2,448,NOS,211
D111,12,Weeks,27-12-18,ITEM2,276,NOS,178
D111,12,Weeks,27-12-18,ITEM2,258,NOS,178
D111,12,Weeks,27-12-18,ITEM2,116,NOS,178
D111,12,Weeks,27-12-18,ITEM2,884,NOS,178
T226,8,Weeks,01-02-19,ITEM2,37,NOS,400
S859,2,Months,07-03-19,ITEM2,82,NOS,2.83
S859,2,Months,07-03-19,ITEM2,218,NOS,2.83
T556,2,Months,07-03-19,ITEM2,8,NOS,4.28
3637,4,Weeks,18-04-19,ITEM2,26,NOS,158
81641,2,Weeks,18-04-19,ITEM2,605,NOS,1.94
81641,6,Weeks,10-05-19,ITEM2,30,NOS,2.38
M057,20,Weeks,10-07-19,ITEM2,5512,NOS,3.39
