VENDOR_CODE,DELIVERY_PERIOD,DP_TYPE,ACT_ISS_DT,ITEM,ORDER_QTY,UOM,UNIT_PRICE
T226,5,Months,06-07-18,ITEM3,5770,NOS,1225
K218,11,Weeks,13-07-18,ITEM3,522,NOS,1230
T226,6,Weeks,02-08-18,ITEM3,510,NOS,1250
C209,3,Months,26-09-18,ITEM3,827,NOS,1650
3637,5,Months,31-10-18,ITEM3,105,NOS,1256.44
3637,4,Months,31-10-18,ITEM3,71,NOS,1361
K218,12,Weeks,24-12-18,ITEM3,68,NOS,1700
K218,12,Weeks,24-12-18,ITEM3,57,NOS,1700
K218,12,Weeks,24-12-18,ITEM3,355,NOS,1700
K218,12,Weeks,24-12-18,ITEM3,693,NOS,1700
S265,6,Weeks,27-12-18,ITEM3,143,NOS,1875
3637,6,Weeks,27-12-18,ITEM3,48,NOS,1826.09
T019,10,Weeks,15-02-19,ITEM3,46,NOS,1600
T556,2,Months,07-03-19,ITEM3,54,NOS,32.1
S859,2,Months,07-03-19,ITEM3,28,NOS,23.03
S859,2,Months,07-03-19,ITEM3,10,NOS,23.03
S859,2,Months,07-03-19,ITEM3,132,NOS,23.03
81587,26,Weeks,18-04-19,ITEM3,1800,NOS,24.37
3637,4,Weeks,18-04-19,ITEM3,173,NOS,1323
81641,2,Weeks,18-04-19,ITEM3,2212,NOS,17.75
81641,6,Weeks,10-05-19,ITEM3,15,NOS,20.58
T226,5,Months,13-05-19,ITEM3,5770,NOS,1225
T226,5,Months,14-05-19,ITEM3,5770,NOS,1225
T221,4,Months,18-06-19,ITEM3,39,NOS,1587
Y634,20,Weeks,10-07-19,ITEM3,858,NOS,1
3747,3,Months,03-09-19,ITEM3,39,NOS,1590
T221,15,Weeks,12-09-19,ITEM3,4,NOS,1991
S265,10,Weeks,04-10-19,ITEM3,632,NOS,1500
C209,3,Months,08-11-19,ITEM3,165,NOS,1470
M057,3,Weeks,20-11-19,ITEM3,6,NOS,1920
D111,2,Weeks,30-11-19,ITEM3,14,NOS,1838
P315,3,Weeks,14-12-19,ITEM3,29,NOS,2895
G125,16,Weeks,19-12-19,ITEM3,187,NOS,1471
Y634,2,Months,19-02-20,ITEM3,192,Nos,1
C209,9,Weeks,22-04-20,ITEM3,445,NOS,1350
C209,10,Weeks,17-07-20,ITEM3,5,NOS,1404
Y634,14,Weeks,22-09-20,ITEM3,377,NOS.,1
G125,4,Weeks,23-09-20,ITEM3,97,NOS,1309
G125,8,Weeks,24-12-20,ITEM3,123,NOS,1417
S265,6,Weeks,08-06-21,ITEM3,182,NOS,1800
F130,0,Years,,ITEM3,819,NOS,575
T040A,6,Weeks,,ITEM3,184,NOS,1080
E009,2,Months,,ITEM3,10,NOS,1
E188,5,Months,,ITEM3,0,NOS,1156.4
E188,5,Months,,ITEM3,0,NOS,1156.4
M057,5,Months,,ITEM3,16,NOS,1123
M057,5,Months,,ITEM3,16,NOS,1123
T040,1,Days,,ITEM3,525,NOS,945
E009,0,Years,03-05-00,ITEM5,2,NOS,4
T040,0,Years,21-08-01,ITEM5,100,NOS,185
T040,0,Years,20-11-01,ITEM5,82,NOS,160
F130,0,Years,11-04-02,ITEM5,255,NOS,160
T040,0,Years,29-05-02,ITEM5,340,NOS,160
T040,0,Years,07-10-02,ITEM5,269,NOS,170
G125,0,Years,16-10-02,ITEM5,102,NOS,150
T040,0,Years,20-12-02,ITEM5,40,NOS,170
T040,0,Years,08-01-03,ITEM5,147,NOS,160
T040,3,Weeks,06-03-03,ITEM5,124,NOS,160
S265,12,Weeks,01-07-03,ITEM5,66,NOS,155
T040,6,Weeks,04-07-03,ITEM5,24,NOS,170
S265,6,Months,02-09-03,ITEM5,342,NOS,140
D111,3,Months,16-09-03,ITEM5,61,NOS,160
S265,4,Months,03-11-03,ITEM5,57,NOS,140
T040,4,Months,03-11-03,ITEM5,27,NOS,135
S265,6,Months,05-11-03,ITEM5,73,NOS,149
S265,6,Months,17-11-03,ITEM5,26,NOS,149
S265,8,Weeks,28-11-03,ITEM5,56,NOS,160
T040,3,Months,01-01-04,ITEM5,50,NOS,160
S265,8,Weeks,16-01-04,ITEM5,14,NOS,160
S265,6,Months,16-01-04,ITEM5,156,NOS,140
S265,4,Months,21-01-04,ITEM5,14,NOS,139.3
T040,12,Weeks,15-03-04,ITEM5,47,NOS,180
T040,6,Weeks,19-03-04,ITEM5,24,NOS,275
T040,12,Weeks,02-04-04,ITEM5,35,NOS,243
T040,3,Months,21-04-04,ITEM5,9,NOS,245
T040,12,Weeks,21-05-04,ITEM5,71,NOS,240
T040,12,Weeks,21-05-04,ITEM5,59,NOS,240
T040A,3,Months,26-05-04,ITEM5,12,NOS,230
A225,6,Weeks,25-06-04,ITEM5,14,NOS,260
T040,3,Months,23-07-04,ITEM5,12,NOS,255
T040,9,Weeks,11-08-04,ITEM5,17,NOS,356.4
~5121,4,Months,01-09-04,ITEM5,100,NOS,2.9
T040,2,Months,02-09-04,ITEM5,1,NOS,350
T040,9,Weeks,15-09-04,ITEM5,34,NOS,260
~5121,6,Weeks,30-09-04,ITEM5,20,NOS,4.3
T040,1,Weeks,01-10-04,ITEM5,4,NOS,300
P686,4,Weeks,06-10-04,ITEM5,18,NOS,3.95
T040,3,Months,05-11-04,ITEM5,290,NOS,230
T040,2,Months,07-12-04,ITEM5,22,NOS,240
T040,9,Weeks,07-12-04,ITEM5,25,NOS,270
P686,44,Days,08-01-05,ITEM5,8,NOS,5.08
T040,12,Weeks,19-01-05,ITEM5,7,NOS,290
T040,16,Weeks,27-01-05,ITEM5,3,NOS,240
T040A,3,Months,28-01-05,ITEM5,24,NOS,240
T040,8,Weeks,31-01-05,ITEM5,13,NOS,300
T040,8,Weeks,19-02-05,ITEM5,40,NOS,300
T040,14,Weeks,28-02-05,ITEM5,10,NOS,300
T040,9,Weeks,11-03-05,ITEM5,65,NOS,240
T040,6,Weeks,22-03-05,ITEM5,5,NOS,300
T019,4,Months,15-04-05,ITEM5,0,NOS,900
T040,10,Weeks,19-04-05,ITEM5,42,NOS,350
T040,1,Months,10-05-05,ITEM5,6,NOS,500
T040,4,Months,06-06-05,ITEM5,305,NOS,375
T040,10,Weeks,17-06-05,ITEM5,8,NOS,350
T040,4,Weeks,14-07-05,ITEM5,7,NOS,350
T040,1,Months,26-07-05,ITEM5,19,NOS,240
G125,9,Weeks,31-08-05,ITEM5,105,NOS,350
T040,3,Months,05-09-05,ITEM5,287,NOS,300
T040,3,Weeks,06-10-05,ITEM5,11,NOS,400
T040,8,Weeks,09-11-05,ITEM5,3,NOS,450
E009,5,Months,15-12-05,ITEM5,403,NOS,400
T040,3,Months,17-02-06,ITEM5,211,NOS,300
M057,4,Months,27-03-06,ITEM5,2,NOS,422.4
E009,4,Months,03-05-06,ITEM5,62,NOS,450
P686,14,Weeks,25-08-06,ITEM5,72,NOS,3.57
S265,6,Months,28-09-06,ITEM5,820,NOS,275
S265,5,Months,13-11-06,ITEM5,116,NOS,260
S265,3,Months,08-05-07,ITEM5,4,NOS,350
T040,16,Weeks,19-06-07,ITEM5,47,NOS,375
T040,6,Months,27-06-07,ITEM5,81,NOS,250
S265,5,Months,10-07-07,ITEM5,41,NOS,260
S265,3,Months,07-09-07,ITEM5,40,NOS,290
S265,3,Months,08-09-07,ITEM5,115,NOS,270
T040,6,Months,27-10-07,ITEM5,10,NOS,250
S265,3,Months,10-01-08,ITEM5,76,NOS,300
S046,3,Months,11-01-08,ITEM5,14,NOS,249
M057,3,Months,16-01-08,ITEM5,4,NOS,459
T040,2,Months,23-01-08,ITEM5,3,NOS,600
S046,5,Months,11-04-08,ITEM5,357,NOS,275
T040,5,Months,11-04-08,ITEM5,15,NOS,300
S046,4,Months,01-05-08,ITEM5,19,NOS,248
T040,6,Weeks,07-06-08,ITEM5,48,NOS,400
S265,3,Months,19-06-08,ITEM5,131,NOS,300
S046,3,Months,19-06-08,ITEM5,116,NOS,312
T040,6,Months,24-06-08,ITEM5,820,NOS,258.7
P275,4,Months,02-07-08,ITEM5,1,NOS,249
T040,4,Weeks,10-07-08,ITEM5,4,NOS,400
S265,3,Months,31-07-08,ITEM5,118,NOS,305
S265,4,Months,19-08-08,ITEM5,86,NOS,320
T040,4,Weeks,25-08-08,ITEM5,23,NOS,325
S265,3,Months,05-09-08,ITEM5,20,NOS,300
A225,4,Months,13-09-08,ITEM5,2,NOS,450
T040,4,Months,17-09-08,ITEM5,180,NOS,300
A225,12,Weeks,03-10-08,ITEM5,3,NOS,360
T040,4,Months,22-10-08,ITEM5,120,NOS,325
T040,3,Months,31-10-08,ITEM5,5,NOS,375
T040,5,Months,15-11-08,ITEM5,51,NOS,280
P686,2,Months,20-11-08,ITEM5,16,NOS,6.57
T040,4,Weeks,05-12-08,ITEM5,4,NOS,450
T040,3,Months,05-01-09,ITEM5,120,NOS,325
T040,3,Months,20-01-09,ITEM5,21,NOS,350
T040,2,Weeks,31-01-09,ITEM5,18,NOS,350
T040,8,Weeks,03-02-09,ITEM5,2,NOS,350
S265,8,Weeks,10-02-09,ITEM5,7,NOS,340
T040A,6,Weeks,21-02-09,ITEM5,33,NOS,275
T040,4,Months,27-02-09,ITEM5,303,NOS,275
T040,5,Months,02-03-09,ITEM5,3,NOS,280
T040,47,Months,05-03-09,ITEM5,35,NOS,275
S046,6,Months,13-03-09,ITEM5,7,NOS,220
T040,3,Months,27-03-09,ITEM5,13,NOS,287
S046,3,Months,06-04-09,ITEM5,80,NOS,241
S046,4,Months,07-04-09,ITEM5,143,NOS,216
M057,12,Weeks,07-05-09,ITEM5,6,NOS,417
T040,5,Months,08-05-09,ITEM5,42,NOS,250
S046,3,Weeks,19-05-09,ITEM5,49,NOS,229
S046,3,Months,22-05-09,ITEM5,12,NOS,226
S046,4,Months,04-06-09,ITEM5,34,NOS,220
A225,2,Weeks,24-06-09,ITEM5,6,NOS,422
I594,2,Months,06-07-09,ITEM5,144,NOS,4
S046,3,Months,10-07-09,ITEM5,33,NOS,234
T040,12,Weeks,10-07-09,ITEM5,19,NOS,400
A225,6,Weeks,23-07-09,ITEM5,24,NOS,350
S046,12,Weeks,04-08-09,ITEM5,1007,NOS,198.37
S046,4,Months,07-08-09,ITEM5,161,NOS,230
S265,3,Weeks,21-08-09,ITEM5,1,NOS,325
T040,5,Months,24-08-09,ITEM5,42,NOS,250
S046,3,Months,30-09-09,ITEM5,41,NOS,256
T040,4,Months,22-10-09,ITEM5,38,NOS,350
S046,2,Months,23-10-09,ITEM5,31,NOS,257
T040A,6,Weeks,03-11-09,ITEM5,33,NOS,275
S046,3,Months,27-11-09,ITEM5,330,NOS,203.4
S265,5,Weeks,18-12-09,ITEM5,6,NOS,340
S046,5,Months,19-12-09,ITEM5,10,NOS,246
C209,3,Weeks,23-12-09,ITEM5,25,NOS,551
M057,2,Weeks,23-01-10,ITEM5,13,NOS,375
M057,2,Weeks,25-01-10,ITEM5,1,NOS,417
T040,5,Months,25-01-10,ITEM5,51,NOS,280
S046,3,Months,27-01-10,ITEM5,10,NOS,241
S046,4,Months,28-01-10,ITEM5,14,NOS,249
S265,4,Weeks,12-03-10,ITEM5,37,NOS,285
S046,3,Months,19-03-10,ITEM5,46,NOS,227
S046,11,Weeks,22-03-10,ITEM5,26,NOS,246
S046,15,Weeks,26-03-10,ITEM5,29,NOS,226
T040,4,Months,26-03-10,ITEM5,15,NOS,350
S046,2,Months,17-05-10,ITEM5,37,NOS,256
T040,2,Months,18-05-10,ITEM5,114,NOS,255
T040,2,Months,21-05-10,ITEM5,63,NOS,275
T040,4,Months,07-06-10,ITEM5,17,NOS,275
S046,5,Months,02-07-10,ITEM5,10,NOS,156
T221,1,Weeks,02-08-10,ITEM5,0,NOS,356
S046,4,Months,06-08-10,ITEM5,54,NOS,180
S265,5,Months,10-08-10,ITEM5,390,NOS,220
T226,10,Weeks,22-11-10,ITEM5,4,NOS,250
S046,6,Months,11-02-11,ITEM5,75,NOS,222
T040,6,Months,18-02-11,ITEM5,59,NOS,265
S046,4,Months,28-02-11,ITEM5,198,NOS,198
T226,4,Months,16-03-11,ITEM5,6,NOS,250
S046,4,Months,07-04-11,ITEM5,29,NOS,173
T226,6,Weeks,21-04-11,ITEM5,25,NOS,250
T226,5,Months,03-05-11,ITEM5,40,NOS,250
T221,0,Months,17-05-11,ITEM5,0,NOS,328
H644,2,Months,18-05-11,ITEM5,10,NOS,5.42
T226,5,Months,01-06-11,ITEM5,216,NOS,250
T040,8,Weeks,07-06-11,ITEM5,5,NOS,700
M057,10,Days,04-07-11,ITEM5,1,NOS,376
S046,6,Months,06-07-11,ITEM5,75,NOS,222
M057,4,Weeks,26-07-11,ITEM5,2,NOS,414
H644,3,Months,03-08-11,ITEM5,3,NOS,6.69
T226,16,Weeks,08-08-11,ITEM5,128,NOS,250
T226,6,Months,15-09-11,ITEM5,14,NOS,275
T040,3,Months,26-09-11,ITEM5,263,NOS,270
T226,0,Days,13-10-11,ITEM5,0,NOS,250
D111,4,Months,25-10-11,ITEM5,21,NOS,286
I594,12,Weeks,04-11-11,ITEM5,146,NOS,4
T221,4,Weeks,07-11-11,ITEM5,51,NOS,282
D111,4,Months,17-11-11,ITEM5,87,NOS,302
M057,4,Months,21-12-11,ITEM5,52,NOS,175
G125,5,Weeks,25-01-12,ITEM5,3,NOS,760
T221,4,Months,25-01-12,ITEM5,16,NOS,314
M057,4,Months,06-02-12,ITEM5,52,NOS,175
T221,3,Months,27-02-12,ITEM5,26,NOS,301
T040,3,Months,07-03-12,ITEM5,10,NOS,290
I594,12,Weeks,21-03-12,ITEM5,1,NOS,4.7
S265,16,Weeks,30-03-12,ITEM5,28,NOS,325
T040,5,Months,03-04-12,ITEM5,160,NOS,260
T221,0,Months,18-04-12,ITEM5,0,NOS,276
T040,3,Months,02-05-12,ITEM5,30,NOS,290
T226,5,Months,16-05-12,ITEM5,188,NOS,350
T226,8,Weeks,06-06-12,ITEM5,20,NOS,500
T040,3,Months,13-07-12,ITEM5,31,NOS,250
T040,3,Months,09-08-12,ITEM5,10,NOS,290
T226,2,Months,30-08-12,ITEM5,3,NOS,375
T040,5,Months,07-09-12,ITEM5,114,NOS,260
S265,14,Weeks,29-10-12,ITEM5,27,NOS,310
S265,4,Months,24-11-12,ITEM5,928,NOS,275
S265,10,Weeks,16-01-13,ITEM5,33,NOS,300
T226,10,Weeks,13-02-13,ITEM5,62,NOS,250
S265,3,Months,15-02-13,ITEM5,81,NOS,300
T040,6,Months,26-02-13,ITEM5,329,NOS,265
S102,3,Months,05-03-13,ITEM5,12,NOS,450
T040,10,Weeks,12-04-13,ITEM5,11,NOS,350
S102,6,Weeks,18-04-13,ITEM5,30,NOS,400
S265,3,Months,22-04-13,ITEM5,19,NOS,300
T221,3,Months,19-06-13,ITEM5,22,NOS,365
T221,20,Weeks,20-06-13,ITEM5,3,NOS,295
T040,10,Weeks,21-06-13,ITEM5,4,NOS,325
S102,3,Weeks,28-06-13,ITEM5,16,NOS,425
T221,10,Weeks,08-08-13,ITEM5,51,NOS,265
S265,3,Months,08-08-13,ITEM5,21,NOS,300
S265,4,Months,04-09-13,ITEM5,97,NOS,265
C209,12,Weeks,06-09-13,ITEM5,129,NOS,255
C209,3,Weeks,10-09-13,ITEM5,3,NOS,345
S265,8,Weeks,20-09-13,ITEM5,4,NOS,280
C209,10,Weeks,26-09-13,ITEM5,42,NOS,274
C209,15,Days,21-10-13,ITEM5,24,NOS,400
S265,8,Weeks,14-11-13,ITEM5,13,NOS,325
C209,4,Months,31-12-13,ITEM5,421,NOS,272
T221,3,Months,01-01-14,ITEM5,8,NOS,365
S265,4,Months,03-01-14,ITEM5,190,NOS,260
P315,2,Months,07-05-14,ITEM5,35,NOS,325
C209,3,Months,26-05-14,ITEM5,258,NOS,255
C209,3,Months,23-06-14,ITEM5,150,NOS,272
C209,5,Months,21-08-14,ITEM5,32,NOS,322
C209,2,Weeks,18-09-14,ITEM5,15,NOS,550
C209,1,Weeks,08-10-14,ITEM5,4,NOS,307.2
C209,3,Months,17-10-14,ITEM5,661,NOS,272
C209,4,Months,07-11-14,ITEM5,146,NOS,282
M057,4,Weeks,05-12-14,ITEM5,1,NOS,413
M057,10,Days,29-12-14,ITEM5,12,NOS,413
C209,3,Months,03-01-15,ITEM5,258,NOS,255
C209,2,Weeks,06-01-15,ITEM5,50,NOS,892
C209,4,Months,06-02-15,ITEM5,49,NOS,282
C209,3,Months,16-03-15,ITEM5,178,NOS,272
S265,4,Months,31-03-15,ITEM5,12,NOS,350
P315,4,Months,31-03-15,ITEM5,2,NOS,343.72
S265,5,Months,08-04-15,ITEM5,18,NOS,335
C209,60,Days,24-06-15,ITEM5,38,NOS,330
C209,2,Months,03-08-15,ITEM5,47,NOS,290
C209,3,Months,12-08-15,ITEM5,36,NOS,330
C209,60,Days,21-08-15,ITEM5,38,NOS,330
C209,60,Days,27-08-15,ITEM5,26,NOS,330
C209,8,Weeks,10-09-15,ITEM5,89,NOS,330
C209,2,Months,10-09-15,ITEM5,47,NOS,290
~0985,5,Months,06-11-15,ITEM5,17,NOS,355
D111,3,Months,24-11-15,ITEM5,44,NOS,275.73
T221,6,Weeks,16-12-15,ITEM5,16,NOS,321
~0985,5,Months,31-12-15,ITEM5,17,NOS,355
C209,3,Months,05-01-16,ITEM5,29,NOS,290
C209,8,Weeks,11-01-16,ITEM5,15,NOS,370
P325,2,Months,30-01-16,ITEM5,102,NOS,310
Y634,1,Months,02-02-16,ITEM5,63,NOS,4.89
P315,6,Weeks,11-02-16,ITEM5,1,NOS,375
C209,4,Months,11-02-16,ITEM5,52,NOS,340
D111,3,Months,29-02-16,ITEM5,2,NOS,275.73
C209,7,Weeks,26-03-16,ITEM5,39,NOS,290
P315,2,Months,26-03-16,ITEM5,55,NOS,399
C209,6,Weeks,25-04-16,ITEM5,8,NOS,280
A225,4,Months,03-05-16,ITEM5,45,NOS,280
C209,5,Months,04-05-16,ITEM5,51,NOS,340
Y634,30,Days,25-05-16,ITEM5,6,NOS,3.76
C209,4,Months,24-06-16,ITEM5,233,NOS,280
C209,6,Weeks,05-07-16,ITEM5,6,NOS,290
T221,2,Months,07-07-16,ITEM5,14,NOS,319
C209,2,Months,09-07-16,ITEM5,75,NOS,280
C209,8,Weeks,21-07-16,ITEM5,6,NOS,330
M057,8,Weeks,21-07-16,ITEM5,6,NOS,330
P325,2,Months,28-07-16,ITEM5,171,NOS,295
C209,6,Weeks,23-08-16,ITEM5,66,NOS,290
C209,3,Months,02-09-16,ITEM5,10,NOS,310
C209,5,Weeks,10-09-16,ITEM5,45,NOS,270
C209,6,Weeks,28-09-16,ITEM5,3,NOS,290
C209,3,Months,30-09-16,ITEM5,26,NOS,280
C209,4,Months,07-11-16,ITEM5,321,NOS,270
Y634,22,Weeks,23-11-16,ITEM5,45,NOS,1
M057,20,Days,02-12-16,ITEM5,6,NOS,330
K218,2,Months,16-12-16,ITEM5,3,NOS,300
C209,3,Months,21-12-16,ITEM5,26,NOS,280
C209,4,Months,22-12-16,ITEM5,70,NOS,280
S265,10,Weeks,31-01-17,ITEM5,6,NOS,300
S265,2,Months,09-02-17,ITEM5,168,NOS,320
3637,3,Weeks,15-02-17,ITEM5,4,NOS,278
80293,5,Months,06-03-17,ITEM5,21,NOS,320
S265,45,Days,08-03-17,ITEM5,56,NOS,310
P325,45,Days,08-03-17,ITEM5,14,NOS,332.48
P315,7,Weeks,10-03-17,ITEM5,2,NOS,595
P315,7,Weeks,10-03-17,ITEM5,2,NOS,595
P315,7,Weeks,10-03-17,ITEM5,2,NOS,595
T221,3,Months,02-05-17,ITEM5,12,NOS,292.39
3637,2,Months,11-05-17,ITEM5,36,NOS,272
C209,2,Months,10-06-17,ITEM5,76,NOS,320
3637,24,Weeks,16-06-17,ITEM5,5,NOS,276
3637,24,Weeks,16-06-17,ITEM5,24,NOS,276
3637,24,Weeks,16-06-17,ITEM5,28,NOS,276
3637,3,Months,30-06-17,ITEM5,73,NOS,270.66
3637,2,Months,30-06-17,ITEM5,7,NOS,291
Y634,2,Months,30-06-17,ITEM5,292,NOS,3.762
T226,24,Weeks,24-07-17,ITEM5,116,NOS,349
3637,4,Months,13-09-17,ITEM5,104,NOS,290
Y634,3,Months,14-09-17,ITEM5,93,NOS,3.76
Y634,4,Weeks,15-09-17,ITEM5,11,NOS,3.76
Y634,4,Weeks,15-09-17,ITEM5,16,NOS,3.76
Y634,4,Weeks,15-09-17,ITEM5,28,NOS,3.76
80293,10,Weeks,20-09-17,ITEM5,30,NOS,320
3637,24,Weeks,15-12-17,ITEM5,42,NOS,305
3637,24,Weeks,15-12-17,ITEM5,210,NOS,292
3637,24,Weeks,29-12-17,ITEM5,7,NOS,305
3637,24,Weeks,04-01-18,ITEM5,56,NOS,305
S265,24,Weeks,05-01-18,ITEM5,96,NOS,325
3637,24,Weeks,05-01-18,ITEM5,24,NOS,301.36
S265,16,Weeks,10-01-18,ITEM5,26,NOS,325
3637,6,Months,11-01-18,ITEM5,10,NOS,293.76
S265,2,Months,19-01-18,ITEM5,39,NOS,345
C209,45,Days,30-01-18,ITEM5,3,NOS,440
S265,20,Weeks,27-02-18,ITEM5,204,NOS,300
S265,24,Weeks,28-02-18,ITEM5,280,NOS,300
F190,20,Weeks,20-03-18,ITEM5,23,NOS,260
F190,20,Weeks,20-03-18,ITEM5,91,NOS,260
F190,20,Weeks,20-03-18,ITEM5,99,NOS,260
S265,6,Weeks,23-03-18,ITEM5,12,NOS,475
S265,4,Months,23-03-18,ITEM5,128,NOS,325
J614,24,Weeks,23-03-18,ITEM5,672,NOS,4.76
J614,24,Weeks,23-03-18,ITEM5,672,NOS,4.76
3637,4,Months,06-04-18,ITEM5,24,NOS,290.54
G125,4,Months,07-04-18,ITEM5,58,NOS,415.15
D111,15,Weeks,26-04-18,ITEM5,35,NOS,293
G125,10,Weeks,30-04-18,ITEM5,296,NOS,416
3637,6,Weeks,11-05-18,ITEM5,13,NOS,339
S265,85,Days,18-05-18,ITEM5,8,NOS,325
S265,11,Weeks,28-06-18,ITEM5,84,NOS,345
S265,11,Weeks,29-06-18,ITEM5,46,NOS,345
S265,11,Weeks,29-06-18,ITEM5,7,NOS,345
S265,11,Weeks,29-06-18,ITEM5,41,NOS,345
S265,5,Months,06-07-18,ITEM5,750,NOS,325
S265,11,Weeks,13-07-18,ITEM5,142,NOS,325
S265,6,Weeks,26-07-18,ITEM5,8,NOS,375
S265,6,Weeks,02-08-18,ITEM5,8,NOS,375
Y634,6,Months,13-09-18,ITEM5,3,NOS,7.38
C209,3,Months,26-09-18,ITEM5,234,NOS,400
S265,5,Months,31-10-18,ITEM5,93,NOS,425
3637,6,Weeks,27-12-18,ITEM5,53,NOS,499
3637,12,Weeks,28-12-18,ITEM5,49,NOS,559
3637,12,Weeks,28-12-18,ITEM5,44,NOS,559
3637,12,Weeks,28-12-18,ITEM5,25,NOS,559
3637,12,Weeks,28-12-18,ITEM5,86,NOS,559
3637,12,Weeks,28-12-18,ITEM5,9,NOS,559
G125,10,Weeks,15-02-19,ITEM5,53,NOS,756
S859,2,Months,07-03-19,ITEM5,39,NOS,8.5
Y634,24,Weeks,28-03-19,ITEM5,2833,NOS,1
81587,26,Weeks,18-04-19,ITEM5,270,NOS,10.67
3637,4,Weeks,18-04-19,ITEM5,37,NOS,374
81641,2,Weeks,18-04-19,ITEM5,154,NOS,4.57
81641,6,Weeks,10-05-19,ITEM5,25,NOS,5.2
Y634,20,Weeks,10-07-19,ITEM5,386,NOS,1
3747,3,Months,03-09-19,ITEM5,1,NOS,445.053
S265,10,Weeks,04-10-19,ITEM5,405,NOS,425
3747,6,Weeks,18-10-19,ITEM5,8,NOS,450
3747,2,Weeks,22-10-19,ITEM5,76,NOS,425
T221,3,Months,05-11-19,ITEM5,121,NOS,388
P315,13,Weeks,30-11-19,ITEM5,230,NOS,1550
K218,2,Weeks,30-11-19,ITEM5,7,NOS,1500
P315,3,Weeks,14-12-19,ITEM5,176,NOS,1390
D111,16,Weeks,18-12-19,ITEM5,60,NOS,435
Y634,6,Months,21-01-20,ITEM5,3,NOS,7.38
Y634,2,Months,19-02-20,ITEM5,146,Nos,1
C209,9,Weeks,22-04-20,ITEM5,113,NOS,400
S265,10,Weeks,17-07-20,ITEM5,20,NOS,450
M057,4,Weeks,25-08-20,ITEM5,12,NOS,531
Y634,14,Weeks,22-09-20,ITEM5,279,NOS.,1
M057,4,Weeks,25-09-20,ITEM5,13,NOS,473.8
S265,10,Weeks,24-12-20,ITEM5,169,NOS,410
M057,16,Weeks,25-01-21,ITEM5,5,NOS,1
S265,8,Weeks,25-03-21,ITEM5,21,NOS,440
C209,4,Weeks,08-06-21,ITEM5,88,NOS,459
Y634,10,Weeks,08-07-21,ITEM5,51,NOS,1
S265,6,Weeks,17-07-21,ITEM5,3,NOS,475
C209,6,Weeks,17-08-21,ITEM5,12,NOS,1
E009,2,Months,,ITEM5,1,NOS,1
T040A,6,Weeks,,ITEM5,33,NOS,275
T040,0,Years,,ITEM5,269,NOS,170
T040,1,Days,,ITEM5,91,NOS,280
